InteractorA,InteractorB,Correlation,t-statistic,p-value,Bonferroni-adjusted p-value
D63506_at,U11732_at,0.80691397190094,0.814525912401758,1.62530344738343e-09,0.0279394798564105
D61391_at,U13045_at,0.809509456157684,0.817195788899761,1.31130062364093e-09,0.0225416720913847
D87127_at,U13045_at,0.802804946899414,0.810300111588195,2.26838015038311e-09,0.0389941715932132
D14694_at,U13695_at,0.834218263626099,0.842637588517129,1.42172495998238e-10,0.00244399013271845
D63486_at,U13695_at,0.804728388786316,0.812278064508282,1.94252480767432e-09,0.0333926152817607
D63506_at,U13695_at,0.897498905658722,0.908008362389864,5.32907051820075e-14,9.16084061941547e-07
D85418_at,U13695_at,0.81946325302124,0.82743944171463,5.57965673664285e-10,0.00959160624744193
L29218_at,U13695_at,0.828247487545013,0.836485538785521,2.51093812408953e-10,0.00431638198095463
L41887_rna1_at,U13695_at,0.823994100093842,0.832104641043721,3.71641828422753e-10,0.0063886404694049
U07424_at,U13695_at,0.902901947498322,0.913604632557628,2.17603712826531e-14,3.74067658626132e-07
U07681_at,U13695_at,0.799752175807953,0.807161371115288,2.89145130061286e-09,0.049704961556146
AC002115_cds1_at,U13991_at,0.801936507225037,0.809407147451214,2.43155606760581e-09,0.0417992171738613
L16842_at,U13991_at,0.847322404384613,0.856148999282328,3.75681707964759e-11,0.000645808727533392
M15182_at,U13991_at,0.813223004341125,0.821016628059635,9.5901109276042e-10,0.0164857037320569
D14694_at,U14193_at,0.941844046115875,0.954011277692891,0,0
D38550_at,U14193_at,0.808277666568756,0.815928632542331,1.45252743166679e-09,0.0249694055490206
D42044_at,U14193_at,0.876786768436432,0.886577412001105,1.12643228078468e-12,1.93637268592894e-05
D63506_at,U14193_at,0.943987190723419,0.956238756546056,0,0
D85418_at,U14193_at,0.860631048679352,0.869884714570761,8.51008152835675e-12,0.000146290990658215
D86964_at,U14193_at,0.8086998462677,0.816362921316043,1.40260425496308e-09,0.0241112103657599
D87459_at,U14193_at,0.810895025730133,0.818621272437984,1.1677534494936e-09,0.0200740508068851
HG1148-HT1148_at,U14193_at,0.932694554328918,0.9445061815283,0,0
L24804_at,U14193_at,0.824455201625824,0.832579500733849,3.56355833730504e-10,0.00612586939027082
L31529_at,U14193_at,0.933898687362671,0.945756705460884,0,0
M21056_at,U14193_at,0.932694554328918,0.9445061815283,0,0
S77583_at,U14193_at,0.806324362754822,0.813919471898156,1.70576552882551e-09,0.0293226484624176
S77763_at,U14193_at,0.836900651454926,0.845402285357402,1.09308118112494e-10,0.0018790410917191
S81578_at,U14193_at,0.932694554328918,0.9445061815283,0,0
U07424_at,U14193_at,0.85294371843338,0.861949033568512,2.04238848056093e-11,0.000351093033756023
U07681_at,U14193_at,0.831157565116882,0.839483633238521,1.90826021650992e-10,0.00328035961320339
U13695_at,U14193_at,0.852347433567047,0.86133367570041,2.18136619878351e-11,0.000374983742688073
L01087_at,U14603_at,0.85821133852005,0.867386338234034,1.12718723244143e-11,0.000193767047168336
L26339_at,U14910_at,0.8158358335495,0.823705550468813,7.66322560963317e-10,0.0131733269808887
D38048_at,U15008_at,0.824927747249603,0.833066162352281,3.41299433159747e-10,0.00586704510663694
M21259_at,U15008_at,0.832853734493256,0.841231396552771,1.62225122224413e-10,0.00278870111417628
M64992_at,U15008_at,0.832789540290833,0.841165245768241,1.63230540195514e-10,0.00280598456681158
U09813_at,U15008_at,0.898128092288971,0.9086599277807,4.79616346638068e-14,8.24475655747392e-07
M85247_at,U15172_at,0.830924153327942,0.83924313842332,1.95110594347625e-10,0.00335401277178349
U11877_at,U15460_at,0.896225392818451,0.906689652310405,6.55031584528842e-14,1.12601999280315e-06
D43642_at,U15782_at,0.830580174922943,0.838888729212707,2.01588523651708e-10,0.00346537042354633
D90086_at,U15782_at,0.803340077400208,0.810850381072648,2.1729622545763e-09,0.0373539078122391
D14694_at,U16261_at,0.835019826889038,0.843463690968804,1.31496369348838e-10,0.00226046414195924
D42044_at,U16261_at,0.866484582424164,0.875930437196481,4.21662704752634e-12,7.24851514011249e-05
D63506_at,U16261_at,0.854631543159485,0.863690994311926,1.69249059212007e-11,0.00029094448105571
HG1148-HT1148_at,U16261_at,0.970615684986115,0.983948484703214,0,0
L31529_at,U16261_at,0.970579743385315,0.983911041592921,0,0
M14636_at,U16261_at,0.909618318080902,0.920564542641326,6.66133814775094e-15,1.14510507742693e-07
M21056_at,U16261_at,0.970615684986115,0.983948484703214,0,0
M25280_at,U16261_at,0.839676320552826,0.848263697369002,8.28590529522444e-11,0.00142437330370981
S77583_at,U16261_at,0.843815386295319,0.852531706917547,5.4281468209183e-11,0.00093311559145981
S77763_at,U16261_at,0.875922560691833,0.885683958893073,1.26387789123328e-12,2.17264603357137e-05
S81578_at,U16261_at,0.970615684986115,0.983948484703214,0,0
U11732_at,U16261_at,0.811019957065582,0.818749809530741,1.15555609525586e-09,0.0198643744331743
U14193_at,U16261_at,0.89985066652298,0.910443935491399,3.61932706027801e-14,6.221737587353e-07
D10202_at,U16306_at,0.848505556583405,0.857369566398074,3.31130678432601e-11,0.000569224099955079
D21878_at,U16306_at,0.93076628446579,0.942503879432901,0,0
D29963_at,U16306_at,0.832620978355408,0.84099154768725,1.65897962034478e-10,0.00285183839112868
D88422_at,U16306_at,0.862180888652802,0.871485180031404,7.08810787841685e-12,0.000121846814272075
HG2788-HT2896_at,U16306_at,0.893107175827026,0.90346132614225,1.07025499573865e-13,1.83980215773261e-06
HG3117-HT3293_at,U16306_at,0.904697358608246,0.915464782409794,1.57651669496772e-14,2.71008201657708e-07
HG4321-HT4591_at,U16306_at,0.857807993888855,0.866969924841495,1.18065557330738e-11,0.00020295842392315
J03909_at,U16306_at,0.867501497268677,0.876981013710978,3.71969122170412e-12,6.394266752352e-05
J03925_at,U16306_at,0.851304829120636,0.86025778786461,2.44582132324922e-11,0.000420444414261922
J04027_at,U16306_at,0.834732711315155,0.843167780035871,1.35231381648282e-10,0.00232467018365057
K01396_at,U16306_at,0.852207899093628,0.861189681975789,2.2151613876531e-11,0.000380793242447552
L00352_at,U16306_at,0.85272890329361,0.861727344111475,2.09148254270985e-11,0.000359532458176659
L07765_at,U16306_at,0.868033766746521,0.877530934606945,3.48210349443434e-12,5.98584594140306e-05
L19872_at,U16306_at,0.817534267902374,0.82545371668156,6.61098287224604e-10,0.0113644884644497
L21954_at,U16306_at,0.855065822601318,0.864139238582817,1.61199942283474e-11,0.000277107794703468
L38820_at,U16306_at,0.823437988758087,0.831531957664688,3.90889320911469e-10,0.00671951094749357
M14660_at,U16306_at,0.802734971046448,0.810228157626262,2.28114149791736e-09,0.0392135431899128
M21005_at,U16306_at,0.915147006511688,0.926296504987811,2.22044604925031e-15,3.81701692475644e-08
M31166_at,U16306_at,0.930724322795868,0.942460310238742,0,0
M32011_at,U16306_at,0.881337821483612,0.891283456182694,6.05293593025635e-13,1.04051881368861e-05
M33195_at,U16306_at,0.891100883483887,0.901384605507185,1.46105350040671e-13,2.51159713648974e-06
M63262_at,U16306_at,0.818634986877441,0.826586779064336,6.00262284322639e-10,0.010318698350388
M63835_at,U16306_at,0.870199143886566,0.879768350814846,2.65387711806397e-12,4.5620986284689e-05
M81750_at,U16306_at,0.810012340545654,0.817713143669778,1.25740395873208e-09,0.0216151713902555
M92357_at,U16306_at,0.933086216449738,0.944912919422079,0,0
HG4073-HT4343_at,U16954_at,0.802423119544983,0.809907494856731,2.33882779809846e-09,0.0402051889188968
M11058_at,U16954_at,0.800814867019653,0.808253912827596,2.65846233915568e-09,0.0456998076841852
HG4263-HT4533_at,U16997_at,0.847238302230835,0.85606224163745,3.79052345067521e-11,0.000651602959225173
L27080_at,U16997_at,0.848286211490631,0.857143276845033,3.38995498339045e-11,0.000582743973902566
L76465_at,U16997_at,0.808905839920044,0.816574828036137,1.37882860684613e-09,0.0237024994615247
S76067_at,U16997_at,0.818180680274963,0.82611911235972,6.24710949637119e-10,0.0107389786329222
M77235_at,U17077_at,0.815870702266693,0.823741438047451,7.64014185250517e-10,0.0131336452729389
L01664_at,U17280_at,0.81530499458313,0.823159211439108,8.02280020195667e-10,0.0137914470676499
HG3355-HT3532_at,U17579_rna1_at,0.824667692184448,0.832798336809445,3.4951042060527e-10,0.00600819457549751
M21812_at,U17579_rna1_at,0.809216678142548,0.816894594738629,1.34366073822889e-09,0.0230979526869479
D21260_at,U17989_at,0.803177773952484,0.810683483835524,2.20150031537969e-09,0.0378444860954765
AB000449_at,U18062_at,0.802764356136322,0.81025837334412,2.27577467981632e-09,0.0391212858908414
AF000231_at,U18062_at,0.814488530158997,0.822318947240989,8.60660653856371e-10,0.0147950286085576
D43951_at,U18062_at,0.801404654979706,0.808860302680952,2.53680587647409e-09,0.0436084946472466
D78275_at,U18062_at,0.861288905143738,0.870564037047429,7.87681031511056e-12,0.00013540485838881
D80001_at,U18062_at,0.814413189888,0.822241413277307,8.66242411134976e-10,0.0148909807800122
D80006_at,U18062_at,0.836002111434937,0.844476113281728,1.19432241874051e-10,0.00205307797840337
D86970_at,U18062_at,0.815797448158264,0.823666043562317,7.68871633027857e-10,0.0132171463351849
D87969_at,U18062_at,0.806775331497192,0.814383312015582,1.6438994610013e-09,0.028259151206842
K01911_at,U18062_at,0.851055800914764,0.860000822222863,2.51325626976495e-11,0.000432036694662408
L13800_at,U18062_at,0.803501307964325,0.811016176941047,2.14495310402185e-09,0.0368724216633165
L29376_at,U18062_at,0.83233368396759,0.840695504244135,1.70538694277411e-10,0.00293161404485609
M29474_at,U18062_at,0.802708208560944,0.810200638700055,2.28603980190201e-09,0.0392977465832729
U17989_at,U18062_at,0.803464710712433,0.810978543259614,2.15128115321761e-09,0.0369812028286551
L33881_at,U18291_at,0.803422808647156,0.810935454651813,2.15854800700299e-09,0.0371061223415516
D83920_at,U19523_at,0.820496916770935,0.828503622891941,5.09071007570583e-10,0.00875109148657671
M21005_at,U19523_at,0.82251250743866,0.830578947932491,4.24991819514275e-10,0.00730574367486536
M81750_at,U19523_at,0.845755755901337,0.854532973279428,4.43307612840727e-11,0.000762059794993775
U02020_at,U19523_at,0.842286050319672,0.850954576157374,6.35522745540129e-11,0.00109248368210224
HG1155-HT4822_at,U19948_at,0.819226086139679,0.827195283938126,5.69784441850629e-10,0.00979477460729594
HG2566-HT4867_at,U19948_at,0.813938319683075,0.821752725778095,9.02206531705474e-10,0.0155092153772811
HG358-HT358_at,U19948_at,0.806478321552277,0.814077823271457,1.68440550396554e-09,0.0289554628853068
L76380_at,U19948_at,0.807482540607452,0.815110735698719,1.55106771870805e-09,0.0266633442219906
J03756_at,U19977_at,0.812552988529205,0.820327179909332,1.01521968609575e-09,0.0174519472134067
D89077_at,U20158_at,0.82536381483078,0.833515270959771,3.27933014077075e-10,0.00563727213881737
M95712_at,U20325_at,0.811185717582703,0.818920355969653,1.13955556102496e-09,0.0195893201935764
AB003103_at,U20998_at,0.81265777349472,0.820435001768983,1.00623154253299e-09,0.0172974381853095
D00763_at,U20998_at,0.801972448825836,0.809444102953888,2.42459208266155e-09,0.0416795040720501
D14658_at,U20998_at,0.861229360103607,0.870502547651551,7.93209942173689e-12,0.000136355295603074
D14710_at,U20998_at,0.881224811077118,0.891166577083959,6.15063555642337e-13,1.05731368815754e-05
D29641_at,U20998_at,0.811040103435516,0.818770537469967,1.15360032637568e-09,0.0198307541481011
D55654_at,U20998_at,0.85560941696167,0.864700333474102,1.51625378919107e-11,0.000260648817723919
D63874_at,U20998_at,0.801211297512054,0.808661499653183,2.57610777154582e-09,0.0442841066429285
D63875_at,U20998_at,0.82946366071701,0.837738418802084,2.24023022354913e-10,0.00385102654555602
D78275_at,U20998_at,0.836842715740204,0.845342566157178,1.09936060255222e-10,0.00188983561558231
D80005_at,U20998_at,0.842140913009644,0.850804912257596,6.45050679537462e-11,0.00110886250172637
D80006_at,U20998_at,0.853656768798828,0.862684927812995,1.88706827941587e-11,0.000324393000367351
D83032_at,U20998_at,0.84380966424942,0.852525805714675,5.43134426322922e-11,0.000933665241896975
D83776_at,U20998_at,0.810687482357025,0.818407741480525,1.18828125117432e-09,0.0204269302045619
D85758_at,U20998_at,0.836624801158905,0.84511794558923,1.1232770269487e-10,0.00193094870487887
D87078_at,U20998_at,0.862606465816498,0.871924691424424,6.73860967026485e-12,0.000115838829632509
D87446_at,U20998_at,0.825733959674835,0.833896496433487,3.16971560110346e-10,0.00544884128130985
D87450_at,U20998_at,0.842327475547791,0.850997293662635,6.32829344482388e-11,0.00108785364057251
D87684_at,U20998_at,0.806717872619629,0.814324212349843,1.65166413879092e-09,0.0283926284716838
D87969_at,U20998_at,0.800850570201874,0.808290620304508,2.65094612927896e-09,0.0455706016612822
J05032_at,U20998_at,0.873181521892548,0.88285055331777,1.81099579776856e-12,3.11315900383136e-05
L07758_at,U20998_at,0.837037801742554,0.845543658671083,1.07835074203422e-10,0.00185371900144027
L13278_at,U20998_at,0.85347843170166,0.862500873683383,1.92483806671362e-11,0.000330885746156362
L20298_at,U20998_at,0.845488250255585,0.854257055146126,4.55933069076764e-11,0.00078376335322794
L28010_at,U20998_at,0.853877007961273,0.862912230666265,1.84134929526181e-11,0.000316533762519278
L40410_at,U20998_at,0.836793065071106,0.845291387249852,1.10476738868215e-10,0.0018991300517941
L42572_at,U20998_at,0.857898771762848,0.867063642907304,1.16842091557601e-11,0.000200855247597609
L76159_at,U20998_at,0.817044734954834,0.824949827981204,6.89956980437501e-10,0.0118605785201265
L76703_at,U20998_at,0.819591820240021,0.827571800402873,5.51654721903105e-10,0.0094831189924065
M21259_at,U20998_at,0.862244009971619,0.871550367173568,7.03526126244469e-12,0.000120938364243983
M29064_at,U20998_at,0.841331660747528,0.849970450102441,7.00652869056739e-11,0.0012044444225392
M29536_at,U20998_at,0.845273733139038,0.85403579586461,4.66298111234664e-11,0.000801581188232703
M33336_at,U20998_at,0.824091851711273,0.8322053080162,3.68351127377764e-10,0.00633207227858001
M60527_at,U20998_at,0.853715837001801,0.862745890132608,1.87470039492155e-11,0.000322266921940262
M69039_at,U20998_at,0.810731470584869,0.818452998497724,1.1839025315652e-09,0.0203516586308057
M77142_at,U20998_at,0.834900975227356,0.843341197710573,1.3303069756887e-10,0.00228683972890931
M81118_at,U20998_at,0.807843744754791,0.815482278351901,1.50555745648262e-09,0.0258810084330925
M81601_at,U20998_at,0.800330698490143,0.80775613416877,2.76236078455838e-09,0.0474858547925665
M83233_at,U20998_at,0.807581901550293,0.815212939639789,1.53842272254678e-09,0.0264459727421595
M88108_at,U20998_at,0.845708012580872,0.854483728131975,4.45536940674174e-11,0.00076589207998623
M91432_at,U20998_at,0.885093927383423,0.895168726586586,3.557154570899e-13,6.11486111345982e-06
M92439_at,U20998_at,0.814672648906708,0.822508428748087,8.47160341876929e-10,0.0145629539795324
M94556_at,U20998_at,0.815845787525177,0.823715795289856,7.6566308848669e-10,0.0131619904406222
S50223_at,U20998_at,0.816212713718414,0.824093447778836,7.41710692864217e-10,0.0127502411909148
S72008_at,U20998_at,0.815873384475708,0.823744198634118,7.63836771611182e-10,0.013130595476416
U03911_at,U20998_at,0.814209818840027,0.822032122722693,8.81478001701907e-10,0.0151528853963043
U11313_at,U20998_at,0.806121408939362,0.813710730260439,1.73430803052099e-09,0.0298133030859935
HG662-HT662_at,U21858_at,0.838961601257324,0.847526844063005,8.90298945677159e-11,0.00153045202106572
AF000234_at,U21931_at,0.801989257335663,0.809461385658701,2.42134134964545e-09,0.0416236229442717
AF006084_at,U21931_at,0.83798348903656,0.846518503493514,9.81712489078745e-11,0.00168759479084102
D10202_at,U21931_at,0.851904451847076,0.860876542317015,2.29030128195973e-11,0.000393710027720928
D21878_at,U21931_at,0.860742270946503,0.869999563680397,8.39950331510408e-12,0.000144390116229687
D29963_at,U21931_at,0.854326188564301,0.863375829356987,1.7513324124252e-11,0.000301059575906315
D88422_at,U21931_at,0.833773910999298,0.842179653222199,1.48433709767914e-10,0.00255162237596274
HG2788-HT2896_at,U21931_at,0.826823890209198,0.835019114225333,2.86643597746661e-10,0.00492749402464199
L00352_at,U21931_at,0.821075797080994,0.829099628256972,4.83461715106159e-10,0.00831085965657685
L07765_at,U21931_at,0.799940764904022,0.80735525167102,2.84876655598509e-09,0.0489711973076155
M21121_at,U21931_at,0.828661680221558,0.836912220331524,2.41549447110856e-10,0.0041523113254609
M63835_at,U21931_at,0.874698042869568,0.884418104044571,1.48592249615831e-12,2.55434772604701e-05
M87860_at,U21931_at,0.861793696880341,0.871085323112051,7.42095274119947e-12,0.000127568522642285
M92357_at,U21931_at,0.929893732070923,0.941597930891918,0,0
U16306_at,U21931_at,0.841778099536896,0.850430790239955,6.69451161172674e-11,0.00115080770071252
D11428_at,U22526_at,0.808015108108521,0.815658549836451,1.48440371106062e-09,0.0255173688647048
D13635_at,U22526_at,0.856821715831757,0.865951743530258,1.3215650795928e-11,0.000227181213327654
D13641_at,U22526_at,0.872401893138885,0.88204476146889,2.00328642563363e-12,3.44371266951526e-05
D63476_at,U22526_at,0.831370234489441,0.839702759747724,1.86998638795899e-10,0.00321456569247136
D86961_at,U22526_at,0.83441424369812,0.842839563891508,1.39490197170744e-10,0.0023978805682674
D87074_at,U22526_at,0.802629113197327,0.810119308010522,2.30057306538356e-09,0.0395475779750321
L43631_at,U22526_at,0.810273706912994,0.817982038063359,1.23021259845757e-09,0.0211477433146667
M10058_at,U22526_at,0.80831241607666,0.815964378256261,1.44835676785249e-09,0.0248977105201229
M34539_at,U22526_at,0.799690961837769,0.807098440143707,2.90543344938499e-09,0.0499453191118979
M57730_at,U22526_at,0.80831241607666,0.815964378256261,1.44835676785249e-09,0.0248977105201229
M86849_at,U22526_at,0.825651884078979,0.833811962949732,3.19372306378796e-10,0.00549011086830031
M96982_at,U22526_at,0.806569814682007,0.814171927591678,1.671829785721e-09,0.0287392823147563
U09877_at,U22526_at,0.80831241607666,0.815964378256261,1.44835676785249e-09,0.0248977105201229
D87459_at,U22897_at,0.804947257041931,0.81250315249965,1.90834104074611e-09,0.0328049855261945
AB000895_at,U23752_at,0.924597144126892,0.93610000464498,4.44089209850063e-16,7.63403384951289e-09
AF000231_at,U23752_at,0.800182998180389,0.807604285309862,2.79479928089188e-09,0.0480434827951042
AF010193_at,U23752_at,0.801255464553833,0.808706910342067,2.5670807701772e-09,0.0441289296368694
D11428_at,U23752_at,0.995385527610779,1.00978075011745,0,0
D13635_at,U23752_at,0.917609095573425,0.92884993672075,1.33226762955019e-15,2.29021015485387e-08
D13636_at,U23752_at,0.801751554012299,0.809216978233997,2.46768783185303e-09,0.0424203336189084
D13641_at,U23752_at,0.848581254482269,0.857447661745998,3.28452820497205e-11,0.000564620777543823
D13645_at,U23752_at,0.876380681991577,0.886157575935762,1.18927090397847e-12,2.04439426489955e-05
D14043_at,U23752_at,0.860804319381714,0.870063635868946,8.33866309335463e-12,0.000143344253592304
D16227_at,U23752_at,0.883431077003479,0.893448554909277,4.51194637207664e-13,7.7561783911051e-06
D17461_at,U23752_at,0.91772073507309,0.928965730005399,1.33226762955019e-15,2.29021015485387e-08
D21260_at,U23752_at,0.946822941303253,0.959186705315999,0,0
D28476_at,U23752_at,0.810103893280029,0.817807332793352,1.24781607269142e-09,0.0214503525994445
D50916_at,U23752_at,0.840228140354156,0.848832632837863,7.837019921908e-11,0.00134720848955894
D63476_at,U23752_at,0.922121107578278,0.933530659105428,4.44089209850063e-16,7.63403384951289e-09
D86961_at,U23752_at,0.963004052639008,0.976021426345512,0,0
D87074_at,U23752_at,0.971876561641693,0.985262109058637,0,0
D87455_at,U23752_at,0.806463062763214,0.814062129059468,1.68651137499864e-09,0.0289916634738212
D90224_at,U23752_at,0.852686107158661,0.861683178878479,2.10138573208951e-11,0.0003612348477251
HG3088-HT3263_at,U23752_at,0.85671079158783,0.865837235920747,1.33835165172513e-11,0.00023006687812277
J04982_at,U23752_at,0.87700629234314,0.886804374189934,1.0937917238607e-12,1.88026253713502e-05
K01911_at,U23752_at,0.806815445423126,0.81442457157136,1.63849867007571e-09,0.0281663099041811
L07592_at,U23752_at,0.804735124111176,0.812284991184048,1.9414643226412e-09,0.0333743852089281
L10910_at,U23752_at,0.87243914604187,0.882083263426964,1.99351646301693e-12,3.42691779504634e-05
L14837_at,U23752_at,0.925830662250519,0.937380200461468,2.22044604925031e-16,3.81701692475644e-09
L26339_at,U23752_at,0.873421430587769,0.883098522634661,1.7554846465373e-12,3.01773358071245e-05
L40392_at,U23752_at,0.815769553184509,0.823637333642187,7.7072881410345e-10,0.0132490718647436
L43631_at,U23752_at,0.881033897399902,0.890969130164721,6.31494856406789e-13,1.08555961340073e-05
M10058_at,U23752_at,1,1.01459931239178,0,0
M19961_at,U23752_at,0.813381314277649,0.82117953422089,9.46160039205779e-10,0.0162647900605197
M21574_at,U23752_at,0.987749576568604,1.00181135714882,0,0
M24899_at,U23752_at,0.839376330375671,0.847954412142408,8.53990211879818e-11,0.0014680361603121
M29474_at,U23752_at,0.864146888256073,0.873515668504422,5.60307356067824e-12,9.63186050793041e-05
M35252_at,U23752_at,0.952670693397522,0.965268028513368,0,0
M55210_at,U23752_at,0.892511606216431,0.902844815802683,1.17683640610267e-13,2.02301897012092e-06
M57730_at,U23752_at,1,1.01459931239178,0,0
M61906_at,U23752_at,0.829225599765778,0.837493163942269,2.2909762975587e-10,0.00393826065035441
M64590_at,U23752_at,0.924147844314575,0.935633734711105,4.44089209850063e-16,7.63403384951289e-09
M74447_at,U23752_at,0.976625502109528,0.990210992040875,0,0
M86849_at,U23752_at,0.985637724399567,0.999608223204949,0,0
M94633_at,U23752_at,0.805619239807129,0.813194253123368,1.8068502249946e-09,0.0310603263323284
M95925_at,U23752_at,0.995475172996521,1.0098743417333,0,0
M96684_at,U23752_at,0.953219413757324,0.965838818590531,0,0
M98833_at,U23752_at,0.832014560699463,0.840366669883932,1.75834902194083e-10,0.00302265753254538
U09877_at,U23752_at,1,1.01459931239178,0,0
U22526_at,U23752_at,0.80831241607666,0.815964378256261,1.44835676785249e-09,0.0248977105201229
D82060_at,U23803_at,0.80152952671051,0.808988692625578,2.5117210533665e-09,0.043177278611223
J04982_at,U23803_at,0.818013668060303,0.825947192522756,6.33929353455187e-10,0.0108974459075704
D13370_at,U24169_at,0.812503695487976,0.820276458526919,1.0194736166369e-09,0.0175250736236512
D13636_at,U24169_at,0.809579908847809,0.81726826774137,1.30362254324723e-09,0.0224096834631435
D13645_at,U24169_at,0.903197944164276,0.91391128400771,2.04281036531029e-14,3.51165557077593e-07
D21262_at,U24169_at,0.810457229614258,0.818170849664916,1.21144783093996e-09,0.0208251710313725
D31764_at,U24169_at,0.811919808387756,0.819675665904024,1.07114050962309e-09,0.018413243840822
D43947_at,U24169_at,0.847464084625244,0.856295154242046,3.70066199906205e-11,0.000636155491730683
D50916_at,U24169_at,0.864149510860443,0.873518377337292,5.60129720383884e-12,9.62880689439061e-05
D83781_at,U24169_at,0.950435042381287,0.962942730088198,0,0
HG1153-HT1153_at,U24169_at,0.808546900749207,0.816205587476232,1.42050282647688e-09,0.0244188924660307
J04444_at,U24169_at,0.880535781383514,0.890453981864055,6.7656991120657e-13,1.16304505697329e-05
M33374_at,U24169_at,0.873560130596161,0.883241884860761,1.72417635724287e-12,2.96391364207338e-05
M92439_at,U24169_at,0.804192662239075,0.811727128443032,2.02861283327138e-09,0.0348724956455904
M98833_at,U24169_at,0.841464042663574,0.850106952589202,6.9126260271446e-11,0.0011883022579644
S80343_at,U24169_at,0.803768634796143,0.811291077366313,2.09925143934697e-09,0.0360867956058293
D11428_at,U24266_at,0.808235287666321,0.815885038831508,1.45762912850955e-09,0.0250571053298838
D21260_at,U24266_at,0.848214089870453,0.857068872661139,3.41622286015308e-11,0.000587259504924553
D86961_at,U24266_at,0.856232047080994,0.865343036681634,1.41313627466388e-11,0.00024292259112535
D87074_at,U24266_at,0.8198002576828,0.827786387291732,5.41564126876892e-10,0.00930965847527787
D87455_at,U24266_at,0.885936200618744,0.896040119089967,3.14859249783694e-13,5.41252999930464e-06
M10058_at,U24266_at,0.813204109668732,0.820997184939145,9.60555635032279e-10,0.0165122549017855
M24899_at,U24266_at,0.819303095340729,0.82727456266105,5.65921531858748e-10,0.00972836996385595
M55210_at,U24266_at,0.838643074035645,0.847198464882599,9.19158082979266e-11,0.00158006179003678
M57730_at,U24266_at,0.813204109668732,0.820997184939145,9.60555635032279e-10,0.0165122549017855
M74447_at,U24266_at,0.81333190202713,0.821128687183928,9.50153733469961e-10,0.0163334429269284
M92439_at,U24266_at,0.82673966884613,0.83493236389345,2.88887136434823e-10,0.00496606116364973
M95925_at,U24266_at,0.802969336509705,0.810469149626788,2.23866170045994e-09,0.0384833020480038
M98833_at,U24266_at,0.862741231918335,0.872063872977638,6.63114008148113e-12,0.000113991393440926
U09877_at,U24266_at,0.813204109668732,0.820997184939145,9.60555635032279e-10,0.0165122549017855
U23752_at,U24266_at,0.813204109668732,0.820997184939145,9.60555635032279e-10,0.0165122549017855
D28423_at,U24704_at,0.802449345588684,0.809934461639327,2.33392505322172e-09,0.0401209091851982
HG1112-HT1112_at,U24704_at,0.80070161819458,0.808137479033021,2.68243383061417e-09,0.0461118851973481
J04611_at,U24704_at,0.810388088226318,0.818099715418568,1.21848575673766e-09,0.0209461551998196
D50683_at,U25029_at,0.855071008205414,0.864144591024883,1.61106683549406e-11,0.000276947479992629
M10901_at,U25029_at,0.81284087896347,0.820623415954413,9.90702853087555e-10,0.0170304951066766
AF015950_at,U25138_at,0.858525812625885,0.867711010364821,1.08706377233148e-11,0.000186869697585301
D14710_at,U25165_at,0.8140709400177,0.821889203304212,8.92025120435846e-10,0.0153341937002303
D55654_at,U25165_at,0.843191921710968,0.851888736346431,5.78970205111773e-11,0.000995268078045619
L76159_at,U25165_at,0.814024984836578,0.821841911395487,8.95540974710229e-10,0.0153946323462169
M21259_at,U25165_at,0.822248518466949,0.83030711824297,4.35215419258839e-10,0.00748149058513192
M29536_at,U25165_at,0.82965487241745,0.837935411750779,2.20022666752584e-10,0.00378225916863961
M94556_at,U25165_at,0.806699573993683,0.814305391240965,1.65414437702793e-09,0.0284352645507333
M31899_at,U25435_at,0.82081139087677,0.828827397035749,4.95006258205422e-10,0.00850931400052879
S50223_at,U25435_at,0.821443915367126,0.829478649488161,4.67805794102105e-10,0.00804172942724612
U10323_at,U25435_at,0.828501880168915,0.836747600420166,2.45190978631626e-10,0.00421491040302691
HG1723-HT1729_at,U25750_at,0.831494867801666,0.839831178791486,1.8478907293229e-10,0.00317658255705311
M85247_at,U25750_at,0.814227223396301,0.822050033753665,8.80164385819171e-10,0.0151303039241775
D00723_at,U25849_at,0.811074674129486,0.81880610619202,1.1502514496442e-09,0.0197731858988419
D11094_at,U25849_at,0.856618344783783,0.865741803385663,1.35249589305886e-11,0.00023249831790384
D21852_at,U25849_at,0.812782466411591,0.820563309600527,9.95632243316891e-10,0.0171152328824062
M15841_at,U25849_at,0.848206102848053,0.857060632883455,3.4191316444776e-11,0.000587759534141696
M21259_at,U25849_at,0.884307742118835,0.894355412533212,3.98125976630581e-13,6.8439113460883e-06
M86667_at,U25849_at,0.854450285434723,0.863503912313834,1.72719616386985e-11,0.000296910478509105
U20158_at,U25956_at,0.934797823429108,0.946690562603928,0,0
AF000234_at,U25997_at,0.914866030216217,0.926005136711065,2.22044604925031e-15,3.81701692475644e-08
D26129_at,U25997_at,0.868797600269318,0.878320137697108,3.16568993241617e-12,5.44192102962526e-05
D38583_at,U25997_at,0.864650309085846,0.874035651143104,5.27267118854979e-12,9.06388838952665e-05
J02874_at,U25997_at,0.855272352695465,0.864352415037195,1.57496238273325e-11,0.000270741010472975
J04742_at,U25997_at,0.905628085136414,0.91642917331155,1.33226762955019e-14,2.29021015485387e-07
